IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
ȶ	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
k	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
p	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
n̺	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȵ	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ŋ	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
m	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
l̺	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
r̺	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ɹ̺	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
j	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
w	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
i	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
iː	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
u	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
uː	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
a	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
aː	kabi1260		Gabi-Gabi	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
t̺	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȶ	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
k	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
p	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
n̺	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȵ	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ŋ	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
m	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
l̺	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
r̺	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ɹ̺	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
j	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
w	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
i	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
iː	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
u	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
uː	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
a	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
aː	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
e	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
eː	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
o	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
oː	0000barunggam	kabi1260	Barunggam	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
t̺	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
ȶ	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
k	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
p	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
n̺	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
ȵ	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
ŋ	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
m	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
l̺	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
r̺	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
ɹ̺	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
j	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
w	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
i	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
iː	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
u	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
uː	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
a	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
aː	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
e	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
eː	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
o	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
oː	duun1241		Duungidjawu	Kite&Wurm 2004	http://glottolog.org/resource/reference/id/1654	Please see also the general comparative notes on Australian inventories.
t̺	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȶ	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
k	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
p	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
n̺	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȵ	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ŋ	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
m	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
l̺	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
r̺	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ɹ̺	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
j	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
w	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
i	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
iː	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
u	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
uː	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
a	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
aː	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
e	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
eː	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
o	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
oː	waka1274		Waka Waka	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
t̺	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȶ	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
k	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
p	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
n̺	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ȵ	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ŋ	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
m	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
l̺	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
r̺	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
ɹ̺	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
j	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
w	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
i	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
iː	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
u	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
uː	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
a	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
aː	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
e	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
eː	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
o	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
oː	wuli1242		Wuli Wuli	Holmer 1983	http://glottolog.org/resource/reference/id/476203	Please see also the general comparative notes on Australian inventories. This inventory is tentative. The data in Holmer 1983 likely conflates a distinct rhotic glide and trill.
t͉	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
t͈	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ʈ͉	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ʈ͈	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
t̪͉	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
t̪͈	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ȶ͉	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ȶ͈	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
k͉	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
k͈	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
p͉	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
p͈	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
n	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ɳ	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
n̪	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ȵ	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ŋ	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
m	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
l	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ɭ	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
l̪	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ȴ	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
r	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
ɻ	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
j	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
w	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
i	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
iː	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
u	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
uː	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
a	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
aː	bula1255		Bularnu	Breen 1980	http://glottolog.org/resource/reference/id/320567	Please see also the general comparative notes on Australian inventories.
t	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ʈ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
t̪	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ȶ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
k	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
p	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
n	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ɳ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
n̪	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ȵ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ŋ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
m	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
l	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ɭ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
